mean_erythema,p90_erythema,red_excess_ratio,p90_red_excess,rg_ratio,rb_ratio,mean_hue,std_hue,mean_saturation,std_saturation,mean_value,std_value,ycbcr_cr_mean,ycbcr_cr_std,skin_pixel_fraction,sobel_roughness,p90_roughness,sobel_direction_entropy,laplacian_sharpness,chromatic_dispersion,luminance_convexity,texture_contrast,texture_homogeneity,edge_density,category_index,category_name
16.2059,26.7952,26.5716,38.2484,1.3401,1.4968,22.6856,14.4241,47.3471,10.7485,132.7627,17.9108,157.587,10.9067,0.8754,9.7431,20.929,2.6325,725.5542,18.6462,11.68,9.39,69.8228,11.0854,4,Inflammation_Redness
19.8316,36.372,18.0362,32.8075,1.3483,1.3331,16.0261,9.3626,36.5452,18.1982,127.8082,19.9056,156.1935,18.8592,0.9927,19.9841,31.5862,2.4891,1060.8574,30.6863,9.9935,3.5,67.2027,5.5492,4,Inflammation_Redness
22.0584,33.7335,29.2113,39.0431,1.277,1.48,22.1598,6.2812,36.5155,23.392,135.3082,26.5174,154.5024,13.5679,0.9231,14.3487,32.4888,2.7506,450.0523,28.7355,12.3949,10.5294,52.3669,10.0938,4,Inflammation_Redness
18.3434,30.2477,22.6204,34.4594,1.6521,1.2548,16.4343,10.1835,45.1862,14.1591,149.2662,29.3631,158.8554,14.2989,0.8893,15.4777,31.98,2.7319,476.5411,32.1832,9.6042,13.6311,58.2515,11.4607,4,Inflammation_Redness
17.5894,35.4155,17.3349,34.1181,1.4555,1.4718,13.8369,10.2283,51.1262,11.0072,135.6168,20.9157,172.2378,10.6792,0.877,15.8391,34.1279,2.7123,680.9922,29.9087,15.1321,11.0107,74.8515,3.3303,4,Inflammation_Redness
30.2859,41.7045,26.273,33.6143,1.3055,1.5417,18.7977,5.0836,66.5292,10.8601,198.542,24.0539,156.7646,13.2776,0.8659,18.7492,31.8638,2.59,792.1763,18.0648,12.7407,9.4675,62.2478,12.4022,4,Inflammation_Redness
12.0,23.8559,29.3759,46.4418,1.5648,1.2749,16.6521,8.6504,46.2178,19.0065,114.8847,27.7988,163.7335,11.5451,0.9133,15.5847,32.276,2.5336,433.7327,26.4614,4.0,6.325,55.898,12.3187,4,Inflammation_Redness
18.4213,31.801,34.5748,45.6922,1.3734,1.3894,19.7722,8.3377,42.1834,20.8601,126.4896,27.1636,163.487,14.6294,0.8357,8.4989,27.1384,2.3548,790.6996,29.7606,9.5482,11.059,70.631,9.2873,4,Inflammation_Redness
24.3464,34.5475,21.6916,36.3127,1.12,1.567,24.5377,8.1628,40.4001,13.979,152.1249,30.9731,159.3552,9.4636,0.9295,20.0876,37.4645,2.5101,316.0445,40.7883,5.7689,12.0707,47.6781,6.2338,4,Inflammation_Redness
12.0,31.4187,29.5967,42.3735,1.2506,1.3081,21.3434,9.1109,38.8317,16.6336,118.3373,33.6528,160.1974,9.1531,0.9366,17.2009,32.2041,2.7984,927.9455,29.4251,14.1962,13.9882,53.4881,10.0035,4,Inflammation_Redness
28.7816,41.0583,30.3137,38.5336,1.3609,1.368,8.9612,8.2596,56.1864,19.9627,134.7169,18.0443,159.1965,5.3581,0.8566,8.9855,27.2796,2.4787,814.0385,35.3514,9.061,6.3697,60.5484,8.6337,4,Inflammation_Redness
18.493,36.2019,22.8547,36.9294,1.2682,1.3622,20.3777,9.4571,56.429,17.9284,165.3453,25.5267,151.4374,11.4627,0.9675,12.8807,22.6452,2.5918,789.8394,38.6523,13.6566,6.8087,72.5237,10.4928,4,Inflammation_Redness
16.6312,29.4974,22.4131,34.6258,1.5466,1.3616,17.7254,13.7336,28.8952,12.5556,131.5319,22.9821,157.8723,16.6308,0.9581,11.2132,26.3575,2.686,110.0,15.5294,12.0793,9.9017,60.4238,7.71,4,Inflammation_Redness
23.0071,38.2695,21.407,33.3936,1.324,1.413,18.4411,12.3043,41.849,14.6523,138.0665,19.3699,153.3329,13.7308,0.8952,12.6584,28.1581,2.1521,779.0842,26.5151,9.3153,11.903,62.6044,8.3732,4,Inflammation_Redness
12.4663,25.7292,18.5696,30.2322,1.1869,1.5224,16.3998,8.4808,49.9513,18.9361,121.5758,28.2422,153.4971,10.0204,0.9389,21.6384,40.2101,2.7137,528.7724,37.508,13.384,3.5,54.0955,10.1835,4,Inflammation_Redness
18.5379,39.1663,17.1593,26.4256,1.1336,1.2929,14.568,8.1782,50.1612,14.9742,139.3628,20.9652,158.866,16.6153,0.9262,16.5726,28.1786,2.3282,699.4264,17.0737,12.0523,6.452,70.7774,3.3997,4,Inflammation_Redness
17.9773,39.1444,27.1968,36.1338,1.3812,1.5058,12.1089,8.5356,53.5592,19.1075,132.2736,12.8002,155.7613,15.2324,0.8179,15.883,28.7604,2.7077,529.6245,26.1302,12.7834,5.8681,59.5627,13.1831,4,Inflammation_Redness
18.8115,32.9104,24.4361,40.4835,1.3871,1.3558,7.3586,9.8847,38.8262,19.3317,161.5113,19.984,152.567,9.9873,0.9615,16.1509,31.524,2.7966,517.3602,41.488,11.859,6.3182,64.5647,11.4669,4,Inflammation_Redness
15.0678,33.2936,27.8271,36.4523,1.3764,1.6221,16.8249,4.7357,55.8218,22.6246,142.8229,20.274,151.9674,8.9505,0.8942,15.769,25.748,2.6292,374.0978,25.8117,10.0493,14.8165,54.3914,13.1323,4,Inflammation_Redness
20.8517,39.8156,18.3676,31.9693,1.2159,1.2835,29.3672,6.9952,45.0088,19.7581,155.4489,10.4315,163.9753,11.376,0.9703,14.9048,25.4222,2.5363,565.9978,36.925,12.2827,9.7588,66.0979,11.7307,4,Inflammation_Redness
34.8306,51.7523,25.7819,40.7737,1.2759,1.428,25.4559,8.4293,40.6461,10.1901,151.5845,18.9792,169.8811,12.6923,0.8027,13.6821,33.8497,2.7154,283.3625,17.1795,8.276,10.9121,65.8991,11.1112,4,Inflammation_Redness
20.5028,37.6498,20.4369,38.3404,1.366,1.5272,17.1337,10.0074,29.916,19.5314,143.9784,26.5518,160.6658,9.5385,0.8192,11.6695,27.335,2.3354,318.8685,24.5845,15.4925,12.065,49.7147,8.5957,4,Inflammation_Redness
12.0,33.774,12.4914,28.8335,1.4039,1.4449,18.8925,10.7891,49.4122,11.9837,147.7904,34.1793,155.742,8.7336,0.8636,10.9891,26.197,2.4249,583.4424,31.8293,5.6058,6.6666,62.5976,8.4979,4,Inflammation_Redness
19.7713,32.6595,26.7351,40.2858,1.3405,1.4164,15.7412,14.1541,39.0448,12.7965,140.2119,31.1795,152.314,6.1357,0.9664,13.9577,35.286,2.5012,697.6664,33.0926,10.8726,5.1818,53.0142,2.7938,4,Inflammation_Redness
21.216,32.1009,20.9677,34.0686,1.2081,1.5016,20.7036,10.0793,38.9523,14.6665,161.1302,35.4572,156.9414,6.6884,0.8743,16.9582,37.2242,2.7225,332.1456,27.4368,14.925,9.3227,54.239,3.4397,4,Inflammation_Redness
16.6405,33.8636,30.2869,43.1862,1.1474,1.4438,15.1746,10.059,66.657,7.8899,145.1911,20.5112,155.2947,5.2458,0.9306,15.431,35.4369,2.6204,610.5574,16.9622,11.8329,12.5712,64.9129,8.8272,4,Inflammation_Redness
21.8551,35.8303,23.4014,30.6357,1.2736,1.4439,16.0713,10.5417,59.0072,11.8044,166.2405,25.1993,172.1378,11.3078,0.902,12.4854,23.7025,2.6844,667.2895,23.7548,4.3392,9.6995,53.8075,9.4614,4,Inflammation_Redness
31.0906,52.1373,25.222,36.7553,1.3083,1.4209,10.9594,9.2314,58.3148,9.4416,178.7352,12.8877,151.2676,10.9927,0.8148,20.3225,33.0789,2.67,725.8511,23.817,9.8177,8.8814,78.6331,9.0594,4,Inflammation_Redness
12.0,30.8686,20.4281,37.0281,1.2791,1.3616,15.1217,9.1646,53.8091,7.0234,145.6617,27.0999,155.2918,10.4661,0.8346,14.8525,23.7069,2.5017,501.1179,27.9675,4.6985,11.8892,59.825,15.7654,4,Inflammation_Redness
23.4397,36.9942,13.7951,21.743,1.2806,1.3299,13.6472,14.9646,56.376,18.1328,160.4099,16.9894,163.7998,16.3143,0.92,13.6039,29.6101,2.7314,621.3301,23.3574,17.6284,8.8384,63.459,9.5065,4,Inflammation_Redness
31.1686,52.146,30.3144,40.0516,1.3498,1.1744,15.587,14.7991,43.252,22.5353,159.5983,27.409,162.6455,9.0649,0.9575,9.4002,17.5898,2.5199,383.2394,34.9585,6.8689,5.9659,76.2604,8.9586,4,Inflammation_Redness
15.2571,25.5132,27.7608,44.6021,1.4753,1.5888,21.8475,10.6574,45.8594,17.293,130.5467,25.6317,156.5184,12.8532,0.8821,18.1575,26.2421,2.7292,404.7371,26.204,7.4631,11.9252,62.8739,8.8761,4,Inflammation_Redness
25.4672,38.898,24.3126,38.5769,1.1317,1.4538,18.2317,4.8061,53.2357,12.9792,140.9724,22.9995,143.1301,10.1076,0.9444,12.7689,26.671,2.2658,605.6394,24.6835,13.5364,4.0253,67.4833,6.763,4,Inflammation_Redness
24.2681,41.0758,31.3258,44.6448,1.3689,1.3171,6.5,6.2718,45.2714,13.1886,124.2484,27.0374,160.2663,12.131,0.8584,9.7709,27.2003,2.7098,442.3198,29.3891,5.244,8.1876,67.3381,7.5043,4,Inflammation_Redness
18.4518,34.2155,18.8992,30.4012,1.3105,1.3842,22.6527,10.2649,46.1234,16.6739,166.0597,26.7788,163.4797,11.5342,0.9806,13.2703,23.7964,2.4861,761.7971,42.0597,15.7766,5.5656,51.3511,4.8325,4,Inflammation_Redness
13.7938,33.5432,17.3692,33.717,1.2503,1.2491,14.5967,4.2118,45.7191,12.7329,174.4796,22.2959,160.6435,17.1145,0.8655,13.9442,27.9542,2.4753,450.3152,35.7254,13.5367,13.5833,57.2465,5.0479,4,Inflammation_Redness
12.0,27.4774,16.3215,28.0993,1.4588,1.4148,22.8464,12.4917,65.3193,18.9088,139.747,25.4004,153.3536,11.2619,0.8194,14.1887,33.4046,2.7923,322.9036,20.4779,12.9653,5.31,60.4911,13.6463,4,Inflammation_Redness
12.0,22.2756,20.6224,30.5726,1.4848,1.4578,27.3566,11.6024,54.9727,15.5336,150.6578,21.1021,157.4726,11.3949,0.9892,9.157,30.2315,2.5593,557.014,23.123,8.7856,10.5177,55.0495,7.5059,4,Inflammation_Redness
18.0891,30.4458,22.9425,32.3894,1.2503,1.1732,18.4357,12.684,57.1668,13.5025,132.4019,29.4659,163.153,12.6957,0.8993,10.8632,22.287,2.6429,203.4332,31.96,10.6835,11.4318,75.8141,7.6324,4,Inflammation_Redness
23.6095,41.5244,23.8294,35.0258,1.3637,1.3675,16.3723,11.7726,44.4795,20.4722,169.6554,25.0509,159.4005,9.2927,0.8429,16.8913,25.2725,2.4093,197.8852,32.1668,8.3874,11.1178,68.0544,13.5747,4,Inflammation_Redness
15.3224,32.1599,21.836,29.1377,1.3666,1.2615,15.5322,6.8344,49.6414,12.2491,135.3741,29.0364,153.0021,11.9926,0.8763,17.8944,36.1645,2.4841,460.49,32.746,4.0,14.0482,60.8229,9.4962,4,Inflammation_Redness
17.6199,31.456,20.38,36.9293,1.2224,1.4833,24.9009,6.4973,48.8722,18.5428,148.7571,28.7274,159.1982,5.0,0.9401,10.6058,32.3423,2.7135,713.9095,21.3677,16.0485,8.8066,58.3802,6.4773,4,Inflammation_Redness
28.4816,49.2001,25.2887,33.458,1.327,1.4196,20.7704,12.7879,28.0,13.4656,159.9633,29.0155,158.566,14.3014,0.9929,16.6735,26.1418,2.6747,295.0545,28.9504,13.7006,5.082,80.8523,13.1681,4,Inflammation_Redness
34.3154,46.1502,23.8783,40.0443,1.3164,1.2837,18.2793,9.2697,53.239,10.7562,172.2031,26.0134,159.8897,13.246,0.8011,17.0755,32.0641,2.2869,589.0047,27.7883,13.2259,8.132,57.8422,11.8013,4,Inflammation_Redness
20.9657,38.7778,21.6374,30.4963,1.4637,1.5224,15.913,11.0838,65.0449,18.5694,124.3851,10.0,160.929,14.5554,0.8994,15.2536,23.8737,2.5836,396.5077,36.6788,11.4439,6.9871,68.881,4.5753,4,Inflammation_Redness
18.5299,37.9899,11.0266,24.3886,1.1475,1.3477,18.5011,7.4768,34.4466,11.6739,128.2565,13.683,165.965,16.9725,0.9875,6.2253,17.2131,2.8509,390.0081,30.0867,4.0,8.827,66.713,9.8337,4,Inflammation_Redness
15.3964,30.2858,29.3516,44.1685,1.3854,1.4115,12.8772,17.2677,62.2648,15.2186,149.9738,32.2726,159.5321,13.0431,0.8761,17.5493,25.7432,2.7796,818.0012,25.3117,15.574,9.7833,64.532,8.8799,4,Inflammation_Redness
12.0,24.1497,25.3707,39.7633,1.5172,1.2066,19.9754,12.2724,59.6585,7.011,174.7037,24.1309,156.7877,14.64,0.8183,13.388,29.2875,2.4498,254.9403,35.9941,12.425,10.3816,54.6075,10.5359,4,Inflammation_Redness
18.3653,35.1478,13.2237,25.9924,1.2182,1.4239,21.6641,6.191,45.6804,11.2314,164.7242,32.9531,160.0337,9.3065,0.8295,15.9864,25.5173,2.3707,609.217,30.6769,10.9753,9.9826,61.3884,4.4598,4,Inflammation_Redness
29.445,38.9295,19.5548,35.4233,1.3439,1.3862,16.369,9.2368,41.3112,18.2074,179.494,25.139,167.1819,13.8914,0.8785,14.7728,33.5792,2.4324,368.2673,32.4181,10.1593,11.5945,61.7291,6.2117,4,Inflammation_Redness
21.379,40.5524,16.5819,30.6633,1.4816,1.2253,19.0991,14.3013,54.587,16.318,147.0104,26.3207,167.0361,13.0503,0.8779,17.4623,37.0306,2.4169,522.6218,22.8449,14.5658,15.1197,71.4739,14.0491,4,Inflammation_Redness
19.5586,36.3344,26.217,39.092,1.3088,1.1644,16.3652,12.5304,46.7231,14.8866,152.4422,32.1586,163.84,9.3758,0.834,14.2579,26.8981,2.3833,163.156,34.0018,14.0386,8.8439,63.5352,12.7485,4,Inflammation_Redness
15.7811,35.3056,23.1405,38.507,1.2833,1.4684,13.0813,6.8702,39.9579,14.5936,117.2989,22.4515,164.869,8.7068,0.971,16.8442,25.3491,2.5463,546.9085,23.2553,13.3606,11.6894,70.5489,8.7144,4,Inflammation_Redness
19.2753,30.2969,25.938,39.7922,1.408,1.651,14.2277,7.8482,50.0726,19.7373,156.1104,36.0511,152.1291,12.6018,0.8812,9.9881,31.0563,2.5085,459.4538,29.0265,14.7222,7.5621,65.1548,4.3131,4,Inflammation_Redness
26.1921,35.4756,20.811,30.9813,1.3569,1.3411,16.0797,10.2045,56.4221,16.1086,135.5871,25.3332,161.8175,14.1357,0.8757,15.3322,35.4716,2.3132,419.4254,25.0238,10.2089,11.5854,53.6899,9.0867,4,Inflammation_Redness
14.3876,27.3951,25.3226,37.6779,1.4234,1.4245,23.3569,7.4052,47.9026,18.5508,113.5188,31.1845,165.8694,13.0041,0.8133,23.7645,33.2546,2.4547,110.0,22.8221,8.9151,6.6383,63.3928,3.8557,4,Inflammation_Redness
20.9289,39.9903,20.3014,37.2548,1.2717,1.4182,14.0334,9.4856,46.9824,9.6783,96.1792,19.3656,170.7267,11.009,0.8739,9.3738,22.3246,2.6628,461.563,45.1647,12.3807,15.226,60.0917,13.777,4,Inflammation_Redness
27.5565,36.9319,15.4767,27.2834,1.3901,1.4124,15.4389,11.9173,43.7762,14.5427,160.8619,20.6418,156.6668,10.2143,0.9888,15.5011,35.6049,2.6825,401.5525,29.5565,4.0,12.4729,68.7178,7.2277,4,Inflammation_Redness
16.4821,33.8988,21.1499,34.3141,1.6029,1.4136,18.4149,14.7366,48.6503,17.0809,126.5671,23.135,166.5147,9.7018,0.8466,22.9085,39.3625,2.4757,535.7389,30.8063,12.1877,14.2298,58.109,11.5629,4,Inflammation_Redness
22.7495,36.6466,32.5753,45.6879,1.3253,1.2558,25.0064,3.5,53.7687,14.9686,170.1503,26.9366,172.4506,14.9374,0.814,17.0415,30.5814,2.4534,538.5991,37.5444,10.0488,6.4005,52.6147,12.7149,4,Inflammation_Redness
28.0861,42.8388,30.2073,43.1435,1.37,1.15,20.3391,13.3545,49.6378,14.8191,156.8255,20.2933,161.8061,11.2595,0.8903,16.3556,29.7787,2.6843,145.8277,36.8438,9.6266,10.8834,75.3742,7.0302,4,Inflammation_Redness
14.8729,31.8374,22.5099,39.6286,1.3658,1.2708,15.766,10.4696,49.7193,12.9197,137.8649,27.6134,161.9913,15.1661,0.8664,18.2551,29.2852,2.6025,948.0753,26.934,9.7699,9.6139,59.0293,6.1345,4,Inflammation_Redness
13.8857,22.8873,22.3798,39.2724,1.3737,1.2615,22.973,8.8429,49.0887,13.8872,123.6261,31.0525,152.7891,11.2431,0.9496,8.993,19.3951,2.7744,762.6595,30.4779,13.0135,6.4364,59.1559,8.4126,4,Inflammation_Redness
34.5741,50.2483,20.4365,27.8686,1.4558,1.4349,17.4349,7.5778,41.4112,18.1699,174.7752,31.2316,164.1418,13.4289,0.8175,18.4785,39.8329,2.487,606.7937,26.6873,12.6778,12.7362,52.5668,12.8371,4,Inflammation_Redness
15.9527,34.0378,26.4292,36.6258,1.5024,1.4,17.2551,7.6974,45.1161,12.9483,164.4729,24.5688,150.4059,12.8171,0.8974,14.0697,32.1705,2.6988,300.6655,22.8643,11.6787,4.4682,64.5227,2.8345,4,Inflammation_Redness
21.7061,30.8621,28.3033,35.9509,1.1918,1.6174,17.8965,15.2596,51.4003,16.6917,121.4247,30.909,152.0001,12.8601,0.8809,12.9859,32.7884,2.5029,710.0782,23.9478,11.3927,16.6794,62.9129,8.7345,4,Inflammation_Redness
17.3924,31.9914,20.7426,37.3431,1.2307,1.183,13.0155,4.9333,50.5261,17.906,141.3025,26.5464,164.4943,11.9913,0.9117,18.8587,27.4553,2.3406,596.8654,44.9299,11.337,14.6357,64.6832,8.6517,4,Inflammation_Redness
37.5005,47.6633,29.3017,43.5742,1.4929,1.489,15.8793,8.3837,41.8393,15.9238,156.4983,26.0071,165.0305,10.5865,0.9549,17.3202,35.2499,2.6487,576.5015,27.122,13.5114,14.9495,68.4124,8.3223,4,Inflammation_Redness
14.098,33.8344,18.9873,33.1541,1.3968,1.3241,30.0,13.5957,58.4001,13.1587,144.247,23.321,166.0291,8.8301,0.9315,13.4111,30.6632,2.589,292.6713,37.7842,12.071,5.4367,52.2978,7.7347,4,Inflammation_Redness
16.8638,34.0017,21.0387,36.7663,1.6104,1.58,17.5725,14.2513,53.1754,23.6895,132.831,27.7183,155.0954,10.7806,0.9639,7.8117,29.5505,2.4564,539.5261,10.0,11.281,6.6836,58.695,13.0272,4,Inflammation_Redness
26.3136,38.7534,19.4363,36.2682,1.3176,1.2808,20.8711,9.3366,55.4709,9.9644,186.7099,32.6642,146.5863,9.4338,0.8425,19.4004,32.4375,2.6165,464.9021,31.0413,8.92,3.5,69.3659,12.4154,4,Inflammation_Redness
13.5185,29.782,15.9385,29.0798,1.4625,1.5383,20.1683,7.7821,52.6166,12.5856,100.3845,31.7156,162.6052,7.7849,0.9694,8.6469,23.9092,2.5025,269.4943,40.9296,11.1976,13.1873,75.7875,7.394,4,Inflammation_Redness
20.159,40.6626,22.6285,38.3057,1.4776,1.2462,19.3951,12.2651,58.8727,9.1309,160.0867,35.2965,158.3557,13.5472,0.845,16.1177,25.4269,2.6364,848.4267,30.7463,12.5585,4.4815,67.9591,10.7724,4,Inflammation_Redness
17.2052,30.8706,19.7624,27.1571,1.4498,1.2174,14.4615,10.6289,55.0204,8.0216,132.7728,14.5076,154.4535,10.6005,0.8255,13.8557,29.2349,2.6608,624.121,23.1798,9.9773,12.9081,72.0867,6.7071,4,Inflammation_Redness
13.268,28.4908,21.8117,36.9518,1.2456,1.4035,24.3714,8.4915,39.371,12.5962,157.8177,29.1294,165.5447,8.6537,0.875,12.8175,29.8159,2.5277,384.6079,22.5544,13.8252,11.4904,68.7779,13.6854,4,Inflammation_Redness
12.0,26.4347,16.4464,25.7174,1.3437,1.2332,16.2748,12.0526,41.0115,11.3899,151.2573,19.4362,161.2248,15.9656,0.8645,11.2293,32.2956,2.5476,456.0186,27.507,9.0752,16.1081,66.0397,6.1849,4,Inflammation_Redness
20.286,37.6917,22.741,36.7258,1.2925,1.2693,12.5417,10.7573,70.7341,16.5486,118.3096,20.644,154.9446,9.3696,0.9642,17.9637,35.4144,2.5219,599.5985,12.3439,7.8281,9.2941,63.1046,12.015,4,Inflammation_Redness
13.4496,33.2497,20.6603,37.1472,1.2249,1.4095,18.0866,9.098,70.1527,13.9909,98.2597,18.9382,163.5729,9.6882,0.9391,8.8402,16.8576,2.447,532.2597,22.4909,4.0,11.7851,62.1161,13.5526,4,Inflammation_Redness
20.7589,38.1945,23.2958,34.9716,1.522,1.4921,17.3768,8.0195,49.8129,20.7293,171.1358,26.2222,165.0058,13.746,0.9701,20.9146,38.7239,2.6622,530.6635,25.0941,9.3555,7.6646,49.9612,5.8082,4,Inflammation_Redness
21.8547,40.8464,20.5402,37.0249,1.3011,1.5739,13.109,13.0193,51.4054,13.0013,175.8296,28.3429,152.0085,13.1647,0.9706,18.1114,36.9489,2.6683,416.1377,25.4272,10.2436,4.6842,71.6499,5.0829,4,Inflammation_Redness
37.3441,48.2707,17.7177,32.3166,1.4626,1.5417,15.5118,16.6289,59.9596,17.1863,175.711,30.9036,152.5283,12.6227,0.8331,19.2397,35.8421,2.672,419.8639,26.5918,8.5382,4.0816,67.842,8.9099,4,Inflammation_Redness
17.4834,33.7098,22.7689,32.2572,1.4077,1.4246,14.0754,12.6357,46.4057,13.7842,154.8255,23.3925,171.1631,11.9842,0.9502,13.9803,26.0147,2.533,447.5251,21.0402,13.849,5.2658,61.107,12.5372,4,Inflammation_Redness
20.1713,30.5554,20.4605,30.867,1.3725,1.4041,14.8584,13.7534,67.0692,18.933,148.5462,29.5706,171.0667,14.433,0.9492,15.9994,33.6396,2.5495,445.8631,35.2529,5.5295,5.7986,60.6769,10.2379,4,Inflammation_Redness
19.4281,38.9684,26.4635,43.4879,1.3476,1.3852,13.9482,8.3574,64.2683,17.463,138.6822,24.3668,160.6077,13.4019,0.8543,13.6198,26.3697,2.5996,890.8869,47.1881,12.9265,7.6332,67.0926,3.0553,4,Inflammation_Redness
15.9319,25.1414,32.0121,39.322,1.1793,1.3829,9.7473,14.7987,53.6115,15.0205,182.0376,25.8845,160.4272,12.4215,0.8428,8.657,29.9855,2.4716,233.9007,38.2354,9.0156,12.9592,63.3182,4.4729,4,Inflammation_Redness
18.2663,34.7461,27.2726,36.5658,1.4623,1.3543,19.5763,8.3153,52.7319,12.6701,161.7445,17.4138,152.4011,16.1783,0.895,17.0515,29.5308,2.5825,409.2168,18.5568,14.6788,13.1704,59.1553,2.7327,4,Inflammation_Redness
23.6955,37.3558,21.8615,34.1471,1.2466,1.2405,19.8754,9.2683,47.4528,14.4656,122.8368,34.3195,167.4383,17.1779,0.8962,12.1028,30.0959,2.8268,334.4703,22.4887,12.5686,7.3613,60.8347,3.3935,4,Inflammation_Redness
31.2353,50.9585,14.2798,22.3162,1.2207,1.5658,17.5283,6.8811,55.6375,12.4725,201.1761,28.5942,153.003,14.8193,0.9684,16.3118,34.9592,2.6878,354.0927,27.3324,9.1616,8.9734,51.5837,12.0633,4,Inflammation_Redness
24.6464,34.5228,27.0367,36.331,1.3584,1.2321,13.2335,7.814,32.9449,18.7844,140.4819,18.1869,168.4619,9.7558,0.8206,12.5134,26.1982,2.8824,414.7868,33.7372,12.0396,10.2487,46.9248,13.4453,4,Inflammation_Redness
20.0798,40.0654,31.7028,46.5532,1.4262,1.1811,16.518,9.9513,47.7108,15.2883,117.5686,25.7685,157.0284,5.2287,0.9994,11.4758,28.0662,2.5501,427.701,25.092,5.4614,4.2501,66.0903,6.8866,4,Inflammation_Redness
23.3153,36.0108,13.1979,28.2106,1.2072,1.394,18.2695,8.4075,45.1518,13.0141,189.4977,24.9839,152.7082,8.9351,0.9668,16.9144,38.2845,2.4548,340.0441,23.8204,13.2017,6.1325,58.5068,11.0911,4,Inflammation_Redness
15.4425,29.7471,20.7402,36.3271,1.376,1.7392,13.4447,10.5782,52.2002,14.4578,156.2399,19.7261,161.3325,6.1208,0.9148,18.6423,32.0987,2.6344,444.2599,27.0736,8.9572,12.4233,57.6403,11.748,4,Inflammation_Redness
24.8459,35.3898,20.8837,31.2975,1.3417,1.3218,17.4214,5.5385,48.0735,10.3341,152.4539,25.8604,148.574,9.3683,0.8481,23.6793,40.5091,2.8431,406.0399,21.0959,11.6058,5.1681,46.9839,7.3923,4,Inflammation_Redness
17.771,31.558,20.5001,37.018,1.3166,1.3073,19.5364,16.628,47.4417,13.3762,138.0475,26.5613,157.0566,10.7448,0.8537,8.9542,23.3243,2.6195,406.3924,19.888,12.8809,7.4473,59.2587,1.5,4,Inflammation_Redness
20.1342,37.9929,18.4588,27.6055,1.2512,1.4357,18.1101,17.1052,52.8193,11.4177,129.2173,23.3449,158.2259,5.0,0.8183,17.3729,26.8084,2.6433,398.8524,34.2647,6.3249,11.966,68.8542,12.3477,4,Inflammation_Redness
14.7215,28.111,20.8101,35.338,1.2807,1.5366,19.6206,8.5009,48.1017,17.9802,175.4717,35.2061,167.9687,9.8558,0.8856,14.6467,26.1252,2.8835,780.4811,31.9772,10.7789,10.7324,65.991,9.5165,4,Inflammation_Redness
15.6322,26.2848,22.5286,35.9984,1.5728,1.4089,13.5697,5.1114,50.5395,13.5101,178.0947,24.1398,151.2408,17.3463,0.8527,14.7039,31.8604,2.5775,228.5172,28.1827,9.6496,11.4234,56.4486,6.8835,4,Inflammation_Redness
28.7283,40.7258,23.1606,30.2257,1.3641,1.755,13.9658,9.8894,33.9325,13.0449,147.8216,20.6209,151.2925,7.6732,0.8618,16.917,38.7938,2.607,353.4092,11.7917,11.3333,11.3023,67.053,5.4256,4,Inflammation_Redness
19.6234,29.7463,25.872,33.8289,1.3611,1.4028,24.9198,4.4891,40.6546,10.3915,123.6283,20.6829,163.4705,10.1067,0.9668,10.3331,24.7176,2.7303,348.6601,23.5373,12.9272,4.4403,58.5874,12.8039,4,Inflammation_Redness
20.0019,36.6245,28.2823,39.5653,1.2443,1.4721,14.9886,5.2769,51.6062,18.1016,113.2287,18.0656,167.0463,13.2724,0.9683,20.2341,41.5205,2.7943,712.0668,24.0742,10.9503,12.4427,56.2635,13.9871,4,Inflammation_Redness
13.0313,19.3216,-7.1787,-1.7223,0.4013,1.3076,150.4576,45.4283,11.9296,5.1248,210.7004,23.0679,129.6005,29.8029,0.0237,45.6815,114.0878,2.5476,3055.3253,46.1709,7.7499,29.4977,62.1127,36.9069,5,Out_of_Scope
-5.0582,2.2188,12.9032,24.0484,0.6756,0.9022,204.822,48.9575,78.5157,14.9645,165.6531,16.7377,98.0946,16.7686,0.163,22.9854,80.167,1.7302,455.6717,52.0909,21.2253,9.4619,79.6555,14.3206,5,Out_of_Scope
-43.1599,-23.9005,-6.7634,3.8017,0.7526,0.6801,86.028,52.4056,28.3204,23.0621,167.1658,56.6379,105.3287,8.477,0.1193,20.9129,37.7076,2.2906,1340.837,73.0534,11.4832,58.7869,69.304,4.4039,5,Out_of_Scope
6.5782,19.0452,-45.0,-35.0,0.8284,0.8993,22.8317,27.5464,73.5821,25.5322,187.9683,58.5269,128.3729,29.6971,0.1211,19.1696,41.0283,2.361,1497.7317,55.2243,16.4589,37.3253,22.0873,2.9374,5,Out_of_Scope
1.7368,19.2679,-4.3761,6.8209,0.6308,1.0462,139.099,70.0416,54.8137,21.9565,73.5405,58.1888,136.4472,23.3483,0.082,8.2484,36.8419,2.8336,3280.9987,56.7368,15.5907,39.8871,50.3061,39.014,5,Out_of_Scope
-13.0895,-3.1399,-5.8847,1.7349,1.3309,1.0281,311.4435,75.5581,57.4521,9.9481,57.8684,30.7018,113.5068,30.6473,0.2116,24.3089,95.2765,2.3608,175.6391,53.8625,24.7604,18.739,78.3285,14.9394,5,Out_of_Scope
